application_id,customer_id,application_date,loan_purpose,amount_requested,term_months,application_status,funnel_stage_reached,interest_rate_offered,dti_ratio
APP0010864,CUST001559,2024-06-12,Home Improvement,13919.98,60,Rejected,Risk Assessment,,8.15
APP0010865,CUST002278,2023-06-14,Major Purchase,37102.72,36,Abandoned In Funnel,Pre-Qualification,,15.3
APP0010866,CUST001932,2023-05-04,Major Purchase,36997.93,36,Approved,Disbursed,15.5,35.97
APP0010867,CUST003595,2022-12-06,Major Purchase,6407.81,60,Abandoned In Funnel,Pre-Qualification,,14.85
APP0010868,CUST001834,2025-08-24,Major Purchase,8671.46,60,Approved,Disbursed,23.14,2.86
APP0010869,CUST003046,2022-10-26,Major Purchase,24040.46,36,Approved,Disbursed,25.82,32.78
APP0010870,CUST002884,2025-11-22,Small Business,44960.13,60,Approved,Disbursed,22.7,
APP0010871,CUST003306,2023-04-10,Major Purchase,23344.63,36,Approved,Disbursed,19.15,5.94
APP0010872,CUST002367,2023-03-17,Debt Consolidation,18228.91,60,Approved,Disbursed,14.57,3.52
APP0010873,CUST000788,2025-05-11,Credit Card Refinancing,12068.73,60,Approved,Disbursed,8.0,8.24
APP0010874,CUST001868,2022-04-09,Home Improvement,37149.85,60,Approved,Disbursed,5.92,18.56
APP0010875,CUST004582,2025-04-09,Home Improvement,4789.27,36,Approved,Disbursed,19.41,13.06
APP0010876,CUST002810,2023-10-23,Debt Consolidation,4379.08,60,Abandoned In Funnel,Pre-Qualification,,36.73
APP0010877,CUST003549,2025-07-31,Home Improvement,47459.48,60,Approved,Disbursed,25.64,15.67
APP0010878,CUST000131,09/06/2024,Home Improvement,12419.31,36,Rejected,Pre-Qualification,,15.62
APP0010879,CUST000265,2022-11-07,Debt Consolidation,9267.22,36,Approved,Disbursed,9.66,17.36
APP0010880,CUST000815,2023-06-05,Major Purchase,33667.53,60,Approved,Disbursed,27.31,14.28
APP0010881,CUST001934,2022-11-21,Credit Card Refinancing,17302.53,60,Approved,Disbursed,7.12,17.24
APP0010882,CUST000050,12/08/2025,Major Purchase,12669.09,36,Approved,Disbursed,20.65,17.8
APP0010883,CUST002759,2023-05-08,Credit Card Refinancing,10171.01,60,Approved,Disbursed,10.85,26.1
APP0010884,CUST004429,2022-11-27,Home Improvement,19227.56,36,Approved,Disbursed,7.99,15.9
APP0010885,CUST000964,2025-08-08,Home Improvement,21929.26,36,Approved,Disbursed,13.07,36.98
APP0010886,CUST003357,2024-10-16,Debt Consolidation,12698.49,36,Approved,Disbursed,11.9,
APP0010887,CUST004885,2023-06-01,Debt Consolidation,17463.93,36,Approved,Disbursed,19.29,14.35
APP0010888,CUST002354,2023-05-07,Credit Card Refinancing,11694.48,60,Rejected,Document Verification,,20.91
APP0010889,CUST004563,2025-04-02,Small Business,4711.4,60,Approved,Disbursed,21.17,17.34
APP0010890,CUST004047,2022-10-29,Debt Consolidation,4623.98,60,Approved,Disbursed,9.77,12.4
APP0010891,CUST000174,04/04/2024,Debt Consolidation,19994.98,36,Abandoned In Funnel,Final Offer,,22.94
APP0010892,CUST002727,2025-12-19,Credit Card Refinancing,11227.37,60,Approved,Disbursed,12.8,46.06
APP0010893,CUST004586,29/02/2024,Debt Consolidation,21744.12,36,Abandoned In Funnel,Pre-Qualification,,
APP0010894,CUST004248,12/12/2023,Home Improvement,5555.34,36,Approved,Disbursed,12.21,11.76
APP0010895,CUST000050,2025-12-04,Credit Card Refinancing,31596.15,36,Approved,Disbursed,21.52,7.41
APP0010896,CUST000877,2022-11-12,Small Business,11662.48,60,Rejected,Pre-Qualification,,8.53
APP0010897,CUST004220,2025-03-12,Major Purchase,15449.69,36,Approved,Disbursed,7.29,6.82
APP0010898,CUST004712,2025-02-21,Debt Consolidation,31601.51,36,Approved,Disbursed,21.65,6.76
APP0010899,CUST002223,2025-10-13,Credit Card Refinancing,10137.6,36,Approved,Disbursed,7.8,34.76
APP0010900,CUST003042,2025-01-26,Home Improvement,21361.46,60,Approved,Disbursed,18.81,27.12
APP0010901,CUST000404,16/10/2022,Credit Card Refinancing,18770.87,60,Approved,Disbursed,9.23,
APP0010902,CUST003506,2023-08-05,Credit Card Refinancing,14515.4,36,Approved,Disbursed,7.43,26.8
APP0010903,CUST003217,2025-12-02,Debt Consolidation,25628.96,36,Approved,Disbursed,11.96,30.4
APP0010904,CUST003341,2024-05-16,Major Purchase,10705.49,60,Rejected,Document Verification,,7.82
APP0010905,CUST001630,2025-06-29,Home Improvement,25877.59,60,Rejected,Document Verification,,12.43
APP0010906,CUST001281,2022-11-03,Debt Consolidation,64497.97,60,Abandoned In Funnel,Document Verification,,35.29
APP0010907,CUST002194,2025-05-16,Debt Consolidation,26866.96,36,Rejected,Pre-Qualification,,14.05
APP0010908,CUST004500,23/11/2025,Debt Consolidation,14808.28,36,Abandoned In Funnel,Document Verification,,7.7
APP0010909,CUST001381,01/11/2022,Debt Consolidation,7199.27,60,Approved,Disbursed,22.59,25.17
APP0010910,CUST001959,2022-06-30,Small Business,39590.96,60,Approved,Disbursed,16.97,
APP0010911,CUST002533,15/10/2022,Small Business,17366.45,60,Approved,Disbursed,12.43,17.62
APP0010912,CUST004634,2024-06-05,Home Improvement,11871.81,36,Approved,Disbursed,18.55,25.16
APP0010913,CUST002282,2025-01-03,Home Improvement,27310.76,36,Approved,Disbursed,27.1,9.79
APP0010914,CUST004157,27/06/2024,Debt Consolidation,19610.31,36,Approved,Disbursed,12.1,38.62
APP0010915,CUST004022,2023-01-24,Debt Consolidation,15415.06,36,Approved,Disbursed,21.6,13.86
APP0010916,CUST000342,26/01/2025,Debt Consolidation,11768.58,36,Approved,Disbursed,6.91,4.15
APP0010917,CUST004345,03/05/2022,Small Business,18696.79,36,Approved,Disbursed,18.58,
APP0010918,CUST004826,2025-10-12,Home Improvement,18447.11,36,Abandoned In Funnel,Document Verification,,11.29
APP0010919,CUST003144,2024-09-20,Debt Consolidation,3989.53,36,Rejected,Document Verification,,11.49
APP0010920,CUST000688,2025-08-19,Debt Consolidation,12352.26,36,Rejected,Document Verification,,10.32
APP0010921,CUST001511,2025-11-04,Home Improvement,31032.54,36,Abandoned In Funnel,Document Verification,,4.77
APP0010922,CUST004352,19/03/2022,Debt Consolidation,10317.21,60,Rejected,Document Verification,,40.13
APP0010923,CUST002163,2025-12-13,Debt Consolidation,33336.54,36,Approved,Disbursed,13.68,23.34
APP0010924,CUST004809,2024-03-25,Debt Consolidation,14262.41,36,Rejected,Document Verification,,26.87
APP0010925,CUST003098,2025-10-31,Debt Consolidation,27458.11,36,Rejected,Pre-Qualification,,15.53
APP0010926,CUST001964,2024-04-07,Home Improvement,16637.89,60,Rejected,Risk Assessment,,39.17
APP0010927,CUST003090,2022-07-30,Credit Card Refinancing,18551.7,36,Abandoned In Funnel,Document Verification,,7.68
APP0010928,CUST003170,2023-01-28,Debt Consolidation,8096.62,36,Approved,Disbursed,10.54,38.37
APP0010929,CUST000545,2022-12-09,Small Business,6957.55,36,Rejected,Document Verification,,21.22
APP0010930,CUST002744,2024-04-03,Small Business,6259.36,36,Approved,Disbursed,13.74,33.38
APP0010931,CUST003318,2023-06-01,Credit Card Refinancing,7630.44,36,Approved,Disbursed,7.37,8.46
APP0010932,CUST000376,2023-05-23,Home Improvement,11277.96,36,Approved,Disbursed,19.24,5.12
APP0010933,CUST004529,2022-07-30,Debt Consolidation,10718.16,60,Rejected,Document Verification,,10.64
APP0010934,CUST000848,2023-05-23,Credit Card Refinancing,12689.24,36,Approved,Disbursed,14.23,22.03
APP0010935,CUST000033,07/12/2025,Home Improvement,40922.6,36,Approved,Disbursed,5.68,15.99
APP0010936,CUST003711,28/10/2022,Debt Consolidation,20646.28,60,Approved,Disbursed,9.4,29.57
APP0010937,CUST004313,25/08/2023,Debt Consolidation,7051.33,60,Rejected,Pre-Qualification,,16.16
APP0010938,CUST000151,04/03/2023,Debt Consolidation,9063.81,36,Approved,Disbursed,15.22,12.96
APP0010939,CUST004998,2025-07-12,Credit Card Refinancing,7880.36,60,Approved,Disbursed,15.03,9.65
APP0010940,CUST004062,2022-11-19,Credit Card Refinancing,13424.25,36,Rejected,Risk Assessment,,21.37
APP0010941,CUST004538,2024-12-15,Debt Consolidation,7899.28,36,Abandoned In Funnel,Final Offer,,28.58
APP0010942,CUST004115,2022-08-04,Home Improvement,3490.53,36,Rejected,Risk Assessment,,
APP0010943,CUST000542,2025-04-17,Debt Consolidation,27101.2,60,Abandoned In Funnel,Pre-Qualification,,4.7
APP0010944,CUST002728,2025-02-07,Major Purchase,10871.35,60,Approved,Disbursed,15.96,14.3
APP0010945,CUST003968,2022-08-26,Debt Consolidation,4286.49,60,Abandoned In Funnel,Pre-Qualification,,20.02
APP0010946,CUST002346,2024-07-13,Debt Consolidation,8740.43,36,Rejected,Document Verification,,16.4
APP0010947,CUST000989,2023-01-02,Debt Consolidation,3548.06,60,Approved,Disbursed,23.93,13.37
APP0010948,CUST000422,2025-11-02,Home Improvement,6114.4,60,Rejected,Document Verification,,28.67
APP0010949,CUST001945,2025-04-02,Debt Consolidation,5035.83,36,Approved,Disbursed,7.59,36.3
APP0010950,CUST000878,2025-08-12,Debt Consolidation,11762.49,36,Approved,Disbursed,17.74,31.22
APP0010951,CUST002704,30/10/2023,Major Purchase,65872.94,60,Abandoned In Funnel,Pre-Qualification,,12.08
APP0010952,CUST001355,2023-11-22,Debt Consolidation,3076.35,36,Approved,Disbursed,12.23,10.74
APP0010953,CUST002947,2023-02-28,Debt Consolidation,4136.6,60,Approved,Disbursed,6.6,26.66
APP0010954,CUST000994,05/11/2025,Home Improvement,6282.49,60,Abandoned In Funnel,Pre-Qualification,,29.04
APP0010955,CUST001887,2024-07-22,Debt Consolidation,27358.86,36,Rejected,Risk Assessment,,
APP0010956,CUST001092,2024-09-14,Credit Card Refinancing,31208.26,36,Rejected,Risk Assessment,,
APP0010957,CUST001824,2025-05-04,Major Purchase,19375.91,36,Approved,Disbursed,13.28,12.12
APP0010958,CUST000511,2023-03-19,Home Improvement,3627.39,36,Approved,Disbursed,21.07,24.29
APP0010959,CUST002435,2024-12-31,Small Business,12975.83,36,Rejected,Risk Assessment,,10.91
APP0010960,CUST003501,2024-12-16,Debt Consolidation,6058.61,36,Abandoned In Funnel,Document Verification,,27.14
APP0010961,CUST002226,2024-03-10,Home Improvement,5062.67,36,Abandoned In Funnel,Pre-Qualification,,7.27
APP0010962,CUST004068,19/01/2022,Debt Consolidation,13300.53,36,Approved,Disbursed,25.91,5.19
APP0010963,CUST002322,2023-05-21,Debt Consolidation,10477.45,60,Approved,Disbursed,7.89,9.08
APP0010964,CUST002726,2025-01-03,Small Business,10833.13,60,Approved,Disbursed,27.29,25.18
APP0010965,CUST000634,2025-01-20,Home Improvement,17730.07,60,Approved,Disbursed,12.25,
APP0010966,CUST001110,2022-09-05,Home Improvement,20697.92,60,Approved,Disbursed,27.43,16.2
APP0010967,CUST004464,2022-12-14,Debt Consolidation,18636.58,36,Abandoned In Funnel,Pre-Qualification,,16.67
APP0010968,CUST000622,16/07/2022,Debt Consolidation,9931.37,36,Rejected,Pre-Qualification,,25.47
APP0010969,CUST002623,2024-01-23,Small Business,6224.97,36,Approved,Disbursed,16.32,
APP0010970,CUST002501,2024-05-14,Debt Consolidation,5347.19,60,Abandoned In Funnel,Pre-Qualification,,34.2
APP0010971,CUST003000,10/02/2023,Credit Card Refinancing,14471.39,60,Approved,Disbursed,26.8,20.86
APP0010972,CUST002808,2025-05-24,Credit Card Refinancing,11441.78,36,Approved,Disbursed,16.38,3.0
APP0010973,CUST004570,2025-04-27,Home Improvement,11101.46,36,Approved,Disbursed,21.66,21.22
APP0010974,CUST002326,2025-03-09,Small Business,4652.85,60,Approved,Disbursed,9.53,9.53
APP0010975,CUST000249,2023-08-24,Debt Consolidation,17783.81,36,Approved,Disbursed,12.81,44.95
APP0010976,CUST003309,2022-01-27,Home Improvement,9293.0,60,Abandoned In Funnel,Document Verification,,7.14
APP0010977,CUST003178,2025-07-26,Debt Consolidation,22097.3,60,Rejected,Document Verification,,1.31
APP0010978,CUST004414,2023-12-27,Small Business,13193.25,36,Approved,Disbursed,7.31,7.8
APP0010979,CUST004983,2022-07-04,Credit Card Refinancing,17611.12,36,Approved,Disbursed,8.86,31.36
APP0010980,CUST000589,2024-02-09,Home Improvement,3140.2,60,Approved,Disbursed,13.98,16.35
APP0010981,CUST001767,2025-05-05,Debt Consolidation,31396.17,36,Approved,Disbursed,7.92,32.06
APP0010982,CUST003988,2023-08-14,Credit Card Refinancing,16545.86,36,Approved,Disbursed,6.15,45.44
APP0010983,CUST003065,2022-07-11,Credit Card Refinancing,5844.87,60,Rejected,Document Verification,,4.29
APP0010984,CUST004739,29/06/2024,Credit Card Refinancing,15600.6,36,Rejected,Pre-Qualification,,10.07
APP0010985,CUST002677,2022-01-12,Major Purchase,5808.04,36,Abandoned In Funnel,Pre-Qualification,,4.68
APP0010986,CUST001103,2025-08-17,Debt Consolidation,17387.21,36,Approved,Disbursed,21.55,12.61
APP0010987,CUST001244,2022-03-12,Debt Consolidation,10923.93,36,Approved,Disbursed,14.81,3.88
APP0010988,CUST000005,2025-12-10,Home Improvement,6067.97,60,Approved,Disbursed,6.32,
APP0010989,CUST000120,2023-11-12,Home Improvement,16036.65,36,Abandoned In Funnel,Final Offer,,38.95
APP0010990,CUST004659,2023-03-21,Credit Card Refinancing,4901.39,60,Approved,Disbursed,8.81,19.15
APP0010991,CUST000734,2025-02-15,Debt Consolidation,25076.91,60,Approved,Disbursed,5.71,18.25
APP0010992,CUST000462,2025-10-14,Debt Consolidation,27286.02,60,Approved,Disbursed,25.02,24.95
APP0010993,CUST001323,2022-05-11,Debt Consolidation,14699.67,60,Abandoned In Funnel,Document Verification,,
APP0010994,CUST002887,2023-03-18,Credit Card Refinancing,12158.34,36,Approved,Disbursed,22.81,9.88
APP0010995,CUST001884,09/08/2024,Credit Card Refinancing,8832.58,36,Rejected,Pre-Qualification,,21.91
APP0010996,CUST001245,2023-01-03,Home Improvement,10080.52,36,Approved,Disbursed,16.88,18.08
APP0010997,CUST004168,2022-06-26,Home Improvement,9379.71,60,Abandoned In Funnel,Final Offer,,16.03
APP0010998,CUST000021,03/03/2024,Debt Consolidation,12581.34,60,Approved,Disbursed,11.5,40.35
APP0010999,CUST000742,2024-11-29,Home Improvement,16529.95,60,Approved,Disbursed,15.84,
APP0011000,CUST000547,2022-10-12,Debt Consolidation,5878.56,60,Approved,Disbursed,5.75,7.4
APP0011001,CUST003242,03/01/2025,Debt Consolidation,13121.91,36,Rejected,Risk Assessment,,6.28
APP0011002,CUST001268,2023-06-04,Home Improvement,11307.04,60,Approved,Disbursed,6.86,15.58
APP0011003,CUST000946,2023-10-19,Debt Consolidation,8065.08,60,Approved,Disbursed,26.1,13.75
APP0011004,CUST001740,2025-12-25,Credit Card Refinancing,24244.61,60,Approved,Disbursed,18.89,27.59
APP0011005,CUST002998,2025-04-13,Major Purchase,24932.98,60,Rejected,Risk Assessment,,
APP0011006,CUST002196,2025-03-25,Debt Consolidation,16252.14,36,Approved,Disbursed,7.04,
APP0011007,CUST001319,2022-05-05,Credit Card Refinancing,18536.44,60,Abandoned In Funnel,Final Offer,,12.18
APP0011008,CUST001198,29/11/2025,Major Purchase,27598.33,36,Rejected,Document Verification,,14.65
APP0011009,CUST001811,2023-04-29,Debt Consolidation,5447.94,36,Approved,Disbursed,21.06,12.09
APP0011010,CUST004301,2023-02-28,Home Improvement,5376.2,36,Rejected,Document Verification,,10.35
APP0011011,CUST004867,2022-09-15,Credit Card Refinancing,10428.35,60,Rejected,Risk Assessment,,23.89
APP0011012,CUST001328,2025-02-14,Small Business,17370.25,36,Approved,Disbursed,19.81,20.59
APP0011013,CUST002274,2023-01-14,Credit Card Refinancing,9829.12,36,Approved,Disbursed,16.79,10.71
APP0011014,CUST002267,01/12/2022,Credit Card Refinancing,21945.74,36,Approved,Disbursed,14.71,5.07
APP0011015,CUST000978,2022-04-10,Debt Consolidation,20565.54,36,Approved,Disbursed,8.75,16.4
APP0011016,CUST000805,2022-03-18,Credit Card Refinancing,25445.18,36,Approved,Disbursed,15.34,17.11
APP0011017,CUST002499,2024-01-07,Home Improvement,8330.92,36,Approved,Disbursed,16.08,22.65
APP0011018,CUST000806,2024-09-15,Credit Card Refinancing,11906.68,36,Approved,Disbursed,15.25,17.02
APP0011019,CUST004708,2023-04-19,Credit Card Refinancing,6566.23,60,Rejected,Document Verification,,5.89
APP0011020,CUST002065,2023-12-22,Small Business,10482.75,36,Rejected,Pre-Qualification,,19.3
APP0011021,CUST001498,2024-05-20,Debt Consolidation,5929.46,60,Approved,Disbursed,7.27,35.91
APP0011022,CUST003439,2024-06-20,Debt Consolidation,9704.3,36,Approved,Disbursed,15.71,5.7
APP0011023,CUST003773,01/08/2023,Major Purchase,17894.52,60,Approved,Disbursed,15.64,17.3
APP0011024,CUST003925,2024-06-22,Debt Consolidation,25452.89,60,Rejected,Document Verification,,6.42
APP0011025,CUST002841,2022-03-13,Debt Consolidation,12528.69,36,Rejected,Risk Assessment,,23.07
APP0011026,CUST000545,2024-03-30,Home Improvement,3342.91,36,Rejected,Document Verification,,18.99
APP0011027,CUST003231,2023-10-04,Home Improvement,14597.71,36,Approved,Disbursed,23.01,4.55
APP0011028,CUST004872,2022-06-14,Credit Card Refinancing,16410.42,36,Approved,Disbursed,15.39,31.18
APP0011029,CUST000994,2022-07-04,Major Purchase,13709.43,36,Approved,Disbursed,12.92,
APP0011030,CUST001899,2022-06-18,Major Purchase,18778.27,60,Approved,Disbursed,24.97,24.78
APP0011031,CUST004016,2023-02-26,Credit Card Refinancing,12840.01,60,Approved,Disbursed,6.23,8.1
APP0011032,CUST004606,2024-10-03,Credit Card Refinancing,10884.08,36,Approved,Disbursed,25.58,33.18
APP0011033,CUST004884,2025-05-02,Credit Card Refinancing,20670.88,60,Abandoned In Funnel,Final Offer,,14.79
APP0011034,CUST004069,2023-11-14,Debt Consolidation,16283.83,36,Approved,Disbursed,19.23,26.46
APP0011035,CUST004524,2023-03-25,Major Purchase,16133.53,36,Rejected,Risk Assessment,,10.37
APP0011036,CUST001451,2025-07-24,Small Business,27501.58,36,Approved,Disbursed,10.48,24.0
APP0011037,CUST004720,10/11/2022,Debt Consolidation,20550.95,36,Approved,Disbursed,14.1,26.76
APP0011038,CUST002393,2024-08-28,Major Purchase,32430.39,60,Rejected,Pre-Qualification,,20.43
APP0011039,CUST000285,2022-07-08,Small Business,14709.81,60,Approved,Disbursed,12.08,12.1
APP0011040,CUST003992,2025-10-26,Small Business,54594.64,36,Rejected,Risk Assessment,,10.86
APP0011041,CUST000689,2022-04-01,Home Improvement,22482.01,60,Approved,Disbursed,19.43,11.74
APP0011042,CUST002072,2023-11-13,Major Purchase,9719.8,60,Rejected,Risk Assessment,,9.57
APP0011043,CUST001650,21/11/2022,Debt Consolidation,4009.71,36,Rejected,Document Verification,,9.14
APP0011044,CUST003255,2024-08-14,Debt Consolidation,14586.37,60,Approved,Disbursed,11.41,25.38
APP0011045,CUST000103,2022-12-20,Debt Consolidation,36076.43,60,Abandoned In Funnel,Document Verification,,1.91
APP0011046,CUST001674,2025-11-01,Debt Consolidation,17686.13,36,Approved,Disbursed,13.61,7.76
APP0011047,CUST002414,2025-09-22,Small Business,23496.69,36,Rejected,Pre-Qualification,,26.0
APP0011048,CUST001994,2022-09-24,Credit Card Refinancing,4133.32,60,Approved,Disbursed,9.08,5.75
APP0011049,CUST001477,2022-04-09,Debt Consolidation,22207.73,60,Approved,Disbursed,25.0,18.1
APP0011050,CUST001715,2022-09-26,Debt Consolidation,43350.0,60,Approved,Disbursed,12.83,15.11
APP0011051,CUST000110,2023-09-14,Debt Consolidation,14451.64,60,Approved,Disbursed,20.07,
APP0011052,CUST004953,2023-12-19,Credit Card Refinancing,19772.88,60,Approved,Disbursed,13.67,13.99
APP0011053,CUST001675,2023-04-03,Debt Consolidation,43509.48,36,Approved,Disbursed,6.45,20.29
APP0011054,CUST000865,2024-07-29,Debt Consolidation,22493.78,60,Rejected,Document Verification,,44.51
APP0011055,CUST004850,05/11/2025,Credit Card Refinancing,9836.87,60,Approved,Disbursed,6.32,16.07
APP0011056,CUST003623,2023-02-02,Small Business,6376.35,60,Rejected,Document Verification,,
APP0011057,CUST004201,2023-08-19,Credit Card Refinancing,5644.7,36,Abandoned In Funnel,Document Verification,,31.31
APP0011058,CUST004028,2024-05-14,Debt Consolidation,26185.55,36,Abandoned In Funnel,Pre-Qualification,,5.8
APP0011059,CUST004335,16/07/2022,Credit Card Refinancing,68061.71,36,Approved,Disbursed,23.88,2.6
APP0011060,CUST004072,2023-01-17,Major Purchase,32299.23,60,Approved,Disbursed,14.24,5.71
APP0011061,CUST002028,2024-01-31,Credit Card Refinancing,10921.42,60,Abandoned In Funnel,Document Verification,,4.08
APP0011062,CUST004001,2024-06-05,Credit Card Refinancing,57544.69,60,Approved,Disbursed,22.76,18.79
APP0011063,CUST001104,28/12/2024,Small Business,6576.49,60,Approved,Disbursed,16.11,21.27
APP0011064,CUST000820,2022-02-01,Home Improvement,19268.64,36,Abandoned In Funnel,Final Offer,,14.83
APP0011065,CUST001038,2024-05-20,Home Improvement,8618.56,36,Approved,Disbursed,23.13,27.46
APP0011066,CUST004879,2022-02-20,Credit Card Refinancing,2671.18,36,Approved,Disbursed,17.76,18.82
APP0011067,CUST000555,2022-10-09,Debt Consolidation,31885.94,60,Approved,Disbursed,17.51,18.25
APP0011068,CUST001124,2022-08-21,Home Improvement,23576.95,36,Approved,Disbursed,21.83,
APP0011069,CUST002939,2022-11-14,Home Improvement,5802.89,60,Approved,Disbursed,20.11,6.34
APP0011070,CUST004576,2024-10-17,Debt Consolidation,20789.84,36,Approved,Disbursed,18.02,5.26
APP0011071,CUST000150,25/03/2022,Home Improvement,11843.87,36,Approved,Disbursed,13.12,16.07
APP0011072,CUST004344,20/10/2025,Credit Card Refinancing,12559.04,36,Rejected,Risk Assessment,,1.19
APP0011073,CUST000521,25/12/2025,Credit Card Refinancing,11429.22,60,Abandoned In Funnel,Pre-Qualification,,24.38
APP0011074,CUST004332,02/09/2022,Debt Consolidation,45596.65,60,Abandoned In Funnel,Document Verification,,22.29
APP0011075,CUST001278,2022-06-30,Home Improvement,20608.73,36,Rejected,Risk Assessment,,11.91
APP0011076,CUST000509,2023-04-13,Credit Card Refinancing,16379.55,60,Approved,Disbursed,10.73,23.17
APP0011077,CUST000171,2024-03-21,Debt Consolidation,9530.61,36,Rejected,Document Verification,,16.53
APP0011078,CUST004123,2022-08-26,Debt Consolidation,16560.57,60,Approved,Disbursed,20.78,4.95
APP0011079,CUST000109,2025-11-10,Debt Consolidation,16636.94,36,Approved,Disbursed,21.74,16.88
APP0011080,CUST003253,2024-08-09,Home Improvement,18808.04,60,Approved,Disbursed,18.64,10.05
APP0011081,CUST000657,2023-04-14,Debt Consolidation,79938.02,60,Approved,Disbursed,12.68,7.89
APP0011082,CUST000579,2025-12-06,Home Improvement,16790.14,60,Approved,Disbursed,21.03,27.92
APP0011083,CUST002000,2023-07-15,Debt Consolidation,9221.07,36,Approved,Disbursed,9.55,14.12
APP0011084,CUST000060,2025-04-25,Debt Consolidation,15384.44,36,Approved,Disbursed,16.9,21.28
APP0011085,CUST001106,17/08/2024,Home Improvement,11062.3,60,Approved,Disbursed,9.99,30.71
APP0011086,CUST003154,2022-01-09,Debt Consolidation,14285.93,36,Abandoned In Funnel,Document Verification,,14.82
APP0011087,CUST004976,2023-12-22,Debt Consolidation,5140.45,60,Approved,Disbursed,21.28,9.76
APP0011088,CUST001481,26/10/2024,Debt Consolidation,9229.97,60,Rejected,Risk Assessment,,28.15
APP0011089,CUST001883,17/02/2024,Major Purchase,5453.59,36,Approved,Disbursed,8.9,15.37
APP0011090,CUST001228,2022-10-30,Home Improvement,8058.24,36,Abandoned In Funnel,Pre-Qualification,,5.77
APP0011091,CUST004894,2025-04-29,Home Improvement,10500.27,36,Approved,Disbursed,26.57,6.83
APP0011092,CUST000610,2022-10-07,Small Business,3667.25,36,Rejected,Document Verification,,10.66
APP0011093,CUST001164,2024-06-10,Small Business,22177.06,36,Abandoned In Funnel,Pre-Qualification,,23.97
APP0011094,CUST003105,2023-07-02,Debt Consolidation,4761.9,36,Approved,Disbursed,23.11,15.33
APP0011095,CUST002370,2022-03-23,Debt Consolidation,8537.56,60,Approved,Disbursed,16.38,15.96
APP0011096,CUST002930,2024-10-13,Small Business,8266.03,60,Rejected,Document Verification,,39.42
APP0011097,CUST000821,2022-10-14,Debt Consolidation,5670.19,60,Approved,Disbursed,11.73,20.99
APP0011098,CUST002950,2024-02-25,Home Improvement,30219.87,36,Approved,Disbursed,18.96,12.38
APP0011099,CUST004521,2023-07-11,Debt Consolidation,22503.78,60,Rejected,Risk Assessment,,11.62
APP0011100,CUST003680,07/06/2025,Home Improvement,19224.63,60,Rejected,Pre-Qualification,,20.03
APP0011101,CUST001698,2023-03-19,Debt Consolidation,16156.36,36,Approved,Disbursed,14.01,7.61
APP0011102,CUST003994,2024-01-06,Credit Card Refinancing,16134.94,60,Rejected,Risk Assessment,,28.82
APP0011103,CUST003854,2025-03-29,Debt Consolidation,13589.51,36,Rejected,Risk Assessment,,
APP0011104,CUST004111,2023-02-03,Credit Card Refinancing,34096.94,36,Approved,Disbursed,23.91,35.48
APP0011105,CUST002171,2025-06-08,Home Improvement,16307.46,60,Approved,Disbursed,26.37,15.15
APP0011106,CUST004666,2023-02-01,Credit Card Refinancing,22229.18,36,Rejected,Document Verification,,9.38
APP0011107,CUST001769,2025-10-12,Home Improvement,4324.4,60,Rejected,Document Verification,,15.86
APP0011108,CUST000659,2025-11-02,Major Purchase,5379.47,36,Approved,Disbursed,19.24,8.93
APP0011109,CUST003347,2023-01-26,Debt Consolidation,19980.72,60,Approved,Disbursed,10.32,9.68
APP0011110,CUST003591,2023-08-28,Small Business,18098.44,60,Rejected,Document Verification,,16.74
APP0011111,CUST003961,2024-05-21,Home Improvement,20145.81,36,Approved,Disbursed,10.13,
APP0011112,CUST003469,10/06/2025,Small Business,9509.18,60,Abandoned In Funnel,Pre-Qualification,,11.31
APP0011113,CUST002508,2024-01-18,Small Business,32223.26,60,Approved,Disbursed,11.13,18.37
APP0011114,CUST003146,2024-03-11,Debt Consolidation,28705.57,36,Rejected,Pre-Qualification,,23.18
APP0011115,CUST004593,2025-09-22,Debt Consolidation,11399.7,36,Approved,Disbursed,17.19,20.01
APP0011116,CUST000079,2023-09-21,Home Improvement,6384.42,60,Rejected,Document Verification,,12.61
APP0011117,CUST000423,12/07/2023,Credit Card Refinancing,12813.24,60,Approved,Disbursed,7.15,14.67
APP0011118,CUST004565,2025-11-02,Debt Consolidation,30166.48,36,Approved,Disbursed,11.06,6.67
APP0011119,CUST004045,2022-04-14,Small Business,12459.47,60,Rejected,Pre-Qualification,,23.5
APP0011120,CUST003774,2024-03-02,Debt Consolidation,25930.73,60,Rejected,Risk Assessment,,
APP0011121,CUST001207,2025-12-29,Debt Consolidation,16944.74,60,Rejected,Risk Assessment,,5.99
APP0011122,CUST000738,2024-05-21,Credit Card Refinancing,32325.44,36,Rejected,Document Verification,,14.29
APP0011123,CUST004674,2024-11-08,Debt Consolidation,4007.11,60,Approved,Disbursed,17.17,
APP0011124,CUST002750,2022-02-23,Major Purchase,14497.62,36,Approved,Disbursed,8.65,19.04
APP0011125,CUST004123,2025-07-14,Credit Card Refinancing,39122.93,60,Approved,Disbursed,18.02,24.35
APP0011126,CUST001348,2022-06-29,Debt Consolidation,4903.77,36,Approved,Disbursed,9.5,19.36
APP0011127,CUST000667,2022-07-17,Home Improvement,43425.11,36,Rejected,Document Verification,,3.2
