customer_id,credit_score_fico,total_credit_lines,open_credit_lines,derogatory_public_records,revolving_utilization_rate,credit_history_length_months,inquiries_last_6_months
CUST002251,669,3,5,1,39.21,154,0
CUST002130,716,11,1,0,55.24,43,1
CUST002788,735,9,2,2,41.13,344,4
CUST001957,567,13,6,0,16.47,46,2
CUST003248,711,16,14,2,39.39,319,0
CUST004690,595,23,3,0,17.02,323,2
CUST003371,816,10,7,0,12.22,129,0
CUST001060,655,22,1,0,12.66,84,1
CUST001848,580,18,7,2,52.38,246,5
CUST002369,704,4,3,0,22.48,38,5
CUST003513,673,6,13,0,21.62,94,3
CUST003281,736,11,6,1,16.91,79,0
CUST003687,697,6,1,0,58.52,274,2
CUST000127,813,24,11,0,13.32,354,0
CUST000158,649,6,1,0,71.97,46,4
CUST000958,749,10,1,0,28.29,207,1
CUST004146,627,6,6,0,21.82,359,1
CUST003416,697,23,2,0,23.21,174,0
CUST004207,641,24,10,0,1.49,42,1
CUST001482,768,24,8,3,27.77,76,0
CUST000520,756,15,9,0,28.47,183,1
CUST000057,720,10,6,0,13.69,196,3
CUST003697,707,20,11,3,77.96,44,3
CUST002250,735,22,9,0,43.96,142,0
CUST003179,756,24,11,0,12.16,315,0
CUST000619,688,7,13,0,16.76,9,1
CUST000965,723,5,12,0,42.23,14,0
CUST004052,804,5,11,1,39.22,335,2
CUST003069,664,16,7,0,13.67,313,0
CUST002874,700,6,10,1,21.84,42,0
CUST004538,648,14,3,0,20.77,326,0
CUST003476,788,14,12,1,38.83,276,3
CUST004967,660,20,9,0,9.72,95,6
CUST003509,720,6,7,1,30.84,312,0
CUST003211,849,15,5,0,51.61,8,1
CUST002489,760,16,13,0,18.99,309,3
CUST001986,660,19,12,0,21.45,33,0
CUST002510,745,9,7,1,42.86,68,0
CUST002006,714,18,13,0,31.35,311,0
CUST003102,556,19,3,0,40.64,84,0
CUST003464,587,9,1,1,6.28,10,0
CUST003459,655,15,3,0,36.31,127,0
CUST003493,708,6,8,0,32.22,124,4
CUST002225,632,19,4,0,14.6,73,4
CUST004554,682,8,6,0,4.04,114,3
CUST000496,638,19,10,1,37.62,223,2
CUST003482,607,20,5,0,45.77,348,2
CUST002364,644,20,6,0,39.35,319,2
CUST004342,704,17,12,0,13.19,272,3
CUST001837,719,16,1,2,34.91,312,0
CUST001920,652,12,2,0,32.62,28,2
CUST004472,798,3,9,1,15.78,337,3
CUST002851,624,8,3,0,39.52,53,1
CUST000097,700,22,2,0,15.92,103,3
CUST001229,647,2,5,3,20.2,54,0
CUST000501,612,6,10,1,7.43,272,0
CUST000533,608,16,11,0,54.89,76,1
CUST000785,672,20,5,0,59.09,358,0
CUST001135,557,8,6,1,24.26,172,0
CUST000844,710,18,3,0,37.52,250,6
CUST000910,712,8,11,0,17.21,109,2
CUST000103,730,20,5,0,30.9,27,0
CUST004747,813,16,5,0,60.58,116,0
CUST000804,706,16,11,1,46.71,328,0
CUST001034,596,18,11,0,23.8,199,6
CUST000937,646,15,8,0,13.72,315,5
CUST004532,681,4,5,0,25.08,96,1
CUST000548,661,23,11,0,6.81,159,1
CUST001842,604,21,1,1,18.7,80,1
CUST002206,625,5,1,0,41.47,281,2
CUST003673,712,23,1,0,48.48,212,0
CUST004921,732,6,9,0,12.2,234,0
CUST002680,644,9,7,3,26.45,8,3
CUST003983,698,8,3,0,26.15,244,0
CUST001212,568,16,11,0,36.63,359,0
CUST002905,594,13,10,3,24.0,181,3
CUST002756,674,15,2,1,64.95,253,2
CUST004195,571,13,2,0,5.43,205,2
CUST003126,694,16,6,0,57.46,286,2
CUST003349,566,16,6,0,22.97,287,1
CUST002359,779,9,6,0,6.33,241,3
CUST001213,783,20,2,0,21.32,56,0
CUST002024,792,13,7,3,3.62,45,0
CUST003191,605,12,11,1,9.5,242,1
CUST002821,744,22,10,0,35.4,118,1
CUST000925,630,22,3,0,39.97,311,0
CUST002973,529,19,1,0,5.94,119,0
CUST000669,619,6,3,0,48.86,198,0
CUST002175,752,23,6,0,33.92,223,2
CUST001148,703,8,7,1,56.05,341,0
CUST003334,633,22,10,1,6.53,249,4
CUST001484,663,22,11,1,3.33,325,2
CUST002226,632,19,3,0,21.56,148,3
CUST002261,667,9,13,0,25.34,292,3
CUST003615,789,14,10,0,57.02,103,0
CUST003710,649,16,14,0,17.62,39,3
CUST002773,825,24,12,1,36.04,193,0
CUST002353,598,6,12,0,43.29,270,1
CUST002928,723,16,8,0,11.23,155,0
CUST003657,755,3,3,0,27.51,18,1
CUST001340,572,6,13,0,35.0,287,0
CUST001199,704,4,6,0,17.94,128,5
CUST001538,573,22,14,0,40.98,156,2
CUST003178,827,24,11,0,42.39,245,0
CUST004922,784,5,2,0,9.57,53,0
CUST000811,732,7,9,0,38.73,171,0
CUST003825,681,16,7,0,42.43,351,2
CUST003435,638,5,8,0,15.7,331,1
CUST004641,627,23,11,0,17.09,159,3
CUST002545,795,5,12,0,186.23,15,0
CUST001854,693,3,11,0,36.54,94,1
CUST001544,781,16,2,0,65.6,142,1
CUST001153,0,17,10,0,46.86,173,6
CUST002512,671,15,4,0,56.83,180,2
CUST003914,665,9,14,2,33.5,162,1
CUST001064,659,21,8,1,38.47,342,1
CUST004364,613,23,12,2,27.8,107,2
CUST004272,670,23,13,0,62.57,356,4
CUST003898,676,20,13,1,43.33,33,0
CUST000221,732,22,9,2,31.27,344,0
CUST004622,671,21,14,2,6.6,183,0
CUST002462,742,14,14,0,37.83,166,1
CUST002046,726,24,4,1,9.64,199,0
CUST001041,738,6,6,0,29.84,130,0
CUST000241,692,23,5,0,14.35,232,1
CUST003240,719,19,6,0,15.78,280,3
CUST001743,698,17,12,1,18.89,274,0
CUST002076,558,15,3,2,50.18,352,1
CUST001974,646,6,5,2,75.01,272,6
CUST000067,607,16,12,1,20.88,162,0
CUST003002,800,20,12,0,13.46,111,0
CUST001597,755,5,11,0,34.13,61,1
CUST001439,699,21,7,0,5.79,266,0
CUST002741,710,8,4,1,28.19,73,1
CUST004933,793,24,5,0,76.01,135,3
CUST002092,638,18,6,1,25.44,296,0
CUST003856,779,13,13,3,40.0,31,0
CUST004718,823,20,9,0,47.12,77,1
CUST002520,685,16,9,0,36.53,318,3
CUST000902,617,10,13,0,16.16,310,2
CUST003749,665,5,9,0,6.32,230,2
CUST003203,765,23,1,1,36.51,16,2
CUST001938,725,6,3,1,58.26,217,0
CUST004924,702,4,2,1,7.31,14,1
CUST004508,610,3,6,2,62.31,39,0
CUST002714,685,16,9,0,38.57,258,0
CUST000999,706,22,2,0,41.49,184,0
CUST003962,644,13,14,0,185.74,213,1
CUST003016,647,16,7,1,38.53,276,1
CUST000749,740,18,1,1,19.16,145,0
CUST000504,729,14,10,0,48.97,201,4
CUST002875,684,11,14,0,58.02,204,1
CUST003364,665,3,12,2,43.35,112,3
CUST000609,672,22,10,0,40.66,181,0
CUST001683,763,10,10,0,23.09,68,1
CUST000130,727,14,4,0,24.51,289,0
CUST002404,696,19,12,0,29.97,118,1
CUST002682,812,8,1,1,9.98,79,2
CUST004286,627,23,1,2,11.65,322,2
CUST004191,589,16,10,0,34.44,52,0
CUST004426,491,24,7,0,15.77,237,0
CUST001888,724,17,13,1,11.04,278,0
CUST002654,804,6,10,0,25.87,312,1
CUST001787,798,13,5,0,45.17,31,0
CUST000205,632,6,8,0,34.09,69,3
CUST004886,617,24,12,0,18.37,95,1
CUST001256,496,19,2,3,18.46,268,3
CUST002349,626,13,6,1,35.96,227,1
CUST004318,592,11,9,0,26.58,268,5
CUST002144,780,20,3,1,23.15,349,1
CUST002514,693,13,6,1,49.75,8,2
CUST001052,685,9,14,3,45.12,97,1
CUST000337,623,2,9,0,18.79,166,0
CUST002105,571,15,3,0,52.47,308,0
CUST004592,576,11,5,1,52.6,145,0
CUST004452,598,3,6,1,59.06,155,1
CUST001803,742,22,1,1,26.29,146,3
CUST002392,568,18,8,0,52.18,234,0
CUST000634,723,19,10,1,27.93,312,4
CUST004995,850,11,3,1,24.95,49,1
CUST004348,646,23,14,0,56.74,135,1
CUST002441,708,4,12,0,14.01,166,0
CUST003528,684,10,10,0,28.7,191,5
CUST001336,577,20,8,0,13.49,137,0
CUST002932,595,21,1,1,46.07,201,0
CUST000531,642,10,4,0,34.39,230,1
CUST002664,676,12,4,0,46.89,61,1
CUST002575,837,12,8,2,62.72,328,1
CUST004631,627,8,4,1,13.12,341,3
CUST000139,614,13,4,0,27.79,97,0
CUST000282,605,22,7,1,31.36,79,0
CUST000832,775,7,10,0,10.43,313,0
CUST002519,634,23,13,3,21.8,121,0
CUST004372,813,5,8,0,15.22,22,5
CUST002192,706,6,6,2,54.21,218,0
CUST003658,807,7,4,3,45.98,197,2
CUST002582,685,21,13,0,19.88,280,5
CUST004914,665,2,13,1,22.5,216,3
CUST002588,698,7,7,2,14.98,226,1
CUST004136,788,20,9,2,48.61,351,0
CUST001915,701,17,2,1,23.69,305,2
CUST002902,723,4,12,0,35.54,6,0
CUST004433,687,17,3,0,43.05,79,0
CUST003077,664,24,1,0,49.44,318,3
CUST001393,999,17,7,0,20.04,284,2
CUST004894,699,14,6,0,25.78,84,4
CUST000055,699,13,10,0,17.09,326,5
CUST003040,583,24,8,1,29.97,115,1
CUST000269,638,18,2,0,32.8,153,2
CUST004668,683,9,5,0,25.36,345,2
CUST003817,574,3,1,1,23.15,156,0
CUST002106,739,8,10,1,12.32,356,1
CUST003325,586,20,9,0,24.4,86,0
CUST002469,619,23,2,1,22.82,224,3
CUST001732,708,5,13,1,2.39,107,4
CUST004453,570,14,7,0,41.09,307,0
CUST004812,734,7,7,0,6.33,266,2
CUST004935,583,23,14,2,47.52,49,2
CUST003417,713,14,12,0,175.32,233,0
CUST002393,641,20,4,1,47.76,312,0
CUST000728,691,2,6,1,48.33,92,3
CUST004292,660,11,2,2,17.92,119,0
CUST001698,619,20,2,2,7.72,155,2
CUST000328,493,21,9,0,36.6,96,1
CUST001526,580,6,13,0,47.67,56,2
CUST000696,544,4,1,0,21.5,211,0
CUST001179,630,17,6,2,25.69,208,3
CUST001614,730,19,1,1,28.05,246,0
CUST004102,809,24,11,2,15.1,79,6
CUST003351,770,9,11,0,6.95,239,1
CUST004646,743,9,6,0,42.3,80,0
CUST004178,809,22,4,0,25.72,87,0
CUST000254,773,11,5,0,24.53,235,0
CUST003598,827,14,13,1,34.21,122,3
CUST003875,696,13,4,1,23.1,61,0
CUST002831,723,13,5,2,2.16,239,3
CUST001722,574,6,3,0,47.46,128,1
CUST004487,571,9,11,0,9.82,108,2
CUST000687,741,13,11,0,74.89,6,3
CUST001752,591,24,6,0,56.77,211,1
CUST002986,683,16,1,0,18.9,230,1
CUST001964,820,20,2,0,20.5,207,2
CUST000349,679,5,6,0,20.26,250,1
CUST004464,721,19,12,0,12.89,111,0
CUST000476,657,20,9,3,28.75,182,1
CUST000919,759,16,5,3,19.6,164,0
CUST004076,734,23,14,1,188.84,54,1
CUST001828,736,3,2,0,4.96,193,1
CUST001178,743,4,5,0,26.67,274,0
CUST000083,640,12,6,0,4.91,60,0
CUST000004,850,14,12,0,38.29,205,1
CUST003860,662,12,2,0,36.76,104,1
CUST001800,660,16,14,0,20.68,166,1
CUST003180,614,10,11,1,64.14,92,0
CUST000736,680,4,11,0,18.36,206,0
CUST004176,697,8,10,0,32.45,202,1
CUST002293,665,16,11,1,12.98,53,1
CUST004478,785,23,11,0,46.04,215,0
CUST001353,703,19,7,1,20.55,201,4
CUST004976,753,3,8,0,29.65,245,0
CUST000308,527,3,8,0,29.58,7,0
CUST003911,660,11,6,0,26.12,274,2
CUST000913,725,17,14,0,32.19,47,0
CUST004552,599,3,11,0,26.5,338,0
CUST000236,605,9,4,0,52.53,275,0
CUST001840,679,9,2,0,11.94,216,0
CUST003794,678,21,10,0,11.43,302,2
CUST002723,636,20,1,1,32.47,18,0
CUST000714,662,9,13,0,24.58,207,2
CUST001830,754,10,8,1,33.31,115,0
CUST000150,648,20,5,1,7.51,197,3
CUST002694,575,17,9,3,23.8,354,3
CUST001525,676,7,13,3,41.78,217,0
CUST003980,640,21,11,0,20.5,304,1
CUST003392,760,4,8,1,27.0,304,3
CUST000375,805,10,14,1,21.62,28,0
CUST004534,595,10,2,0,44.04,62,1
CUST003842,714,15,9,1,27.94,319,5
CUST003535,502,15,12,1,7.35,253,0
CUST000319,736,12,11,0,25.37,352,2
CUST001719,710,11,4,0,22.16,70,2
CUST004419,689,10,3,0,35.22,113,2
CUST002253,678,14,14,2,27.18,303,4
CUST002996,601,22,9,0,18.44,94,2
CUST002900,613,24,2,0,38.43,92,4
CUST002972,603,6,12,0,21.22,277,0
CUST002787,699,19,6,0,8.16,265,1
CUST002527,559,3,10,1,41.89,118,0
CUST003581,553,23,7,0,21.7,112,2
CUST004229,797,13,8,0,12.68,339,0
CUST004174,695,9,3,0,15.3,54,0
CUST000705,560,9,10,0,10.54,125,0
CUST004249,756,18,2,0,23.15,318,0
CUST003131,610,19,14,0,7.17,172,0
CUST002990,629,14,2,0,4.97,36,2
CUST001795,680,22,2,0,50.74,296,1
CUST002712,572,16,10,0,18.24,182,0
CUST004428,727,11,7,0,23.27,222,0
CUST000839,631,13,13,0,47.63,353,3
CUST001630,478,7,10,0,9.66,156,3
CUST000223,708,10,4,3,27.95,316,3
CUST004221,786,18,7,1,37.07,293,4
CUST003624,780,3,13,0,38.96,324,3
CUST002539,577,12,6,0,29.26,167,1
CUST000566,719,23,12,0,31.32,304,1
CUST000633,642,10,11,0,3.41,312,0
CUST001680,701,7,4,0,44.67,171,0
CUST001432,569,3,5,0,24.75,21,3
CUST004787,629,20,11,3,33.17,145,1
CUST004533,595,21,8,0,10.65,320,3
CUST000286,529,16,6,1,21.17,128,0
CUST001745,592,9,3,2,23.15,306,0
CUST004819,685,4,10,0,19.91,215,0
CUST004066,0,15,8,0,10.06,312,1
CUST000822,0,15,7,0,20.38,44,1
CUST003059,732,23,4,0,19.64,150,2
CUST001666,773,11,2,1,13.7,248,2
CUST001730,819,21,2,0,23.03,194,0
CUST003238,739,24,2,0,20.35,290,4
CUST002793,584,8,2,1,57.73,87,1
CUST004008,721,19,13,0,40.62,141,1
CUST003590,753,10,8,0,20.02,119,1
CUST001087,605,8,14,0,8.19,358,3
CUST002733,767,7,12,0,19.23,320,2
CUST001486,632,19,5,0,41.35,89,0
CUST000847,683,24,14,1,24.57,97,2
CUST000117,768,13,13,0,38.06,207,3
CUST002530,640,21,11,1,16.17,122,3
CUST001388,656,10,10,0,14.24,227,0
CUST001966,755,6,12,0,17.0,133,0
CUST001798,720,18,12,1,180.7,228,2
CUST000138,507,5,12,0,12.73,226,6
CUST000436,560,19,7,2,44.74,323,1
CUST002136,659,24,12,0,56.34,205,1
CUST001659,653,5,7,1,23.19,290,1
CUST003449,614,14,2,0,41.66,164,1
CUST001004,848,6,8,0,32.71,324,0
CUST004167,767,6,11,0,17.85,261,0
CUST000508,477,15,6,2,31.65,283,0
CUST000193,767,2,8,1,53.32,185,1
CUST003020,599,17,13,0,37.72,342,3
CUST000323,668,7,3,0,45.53,140,0
CUST002334,554,17,3,0,28.22,102,1
CUST004232,999,14,14,0,12.22,240,1
CUST004996,696,17,10,0,18.81,15,5
CUST002430,788,3,3,0,33.07,344,3
CUST004977,702,10,14,1,60.51,183,0
CUST001074,644,14,9,1,40.75,205,1
CUST003406,617,10,12,0,27.24,333,2
CUST002089,547,5,6,0,21.52,271,2
CUST002795,653,4,9,0,32.63,108,4
CUST001882,698,5,2,0,139.94,192,1
CUST004458,505,14,12,0,24.24,56,0
CUST004666,744,19,11,0,159.95,110,1
CUST002344,686,24,11,1,30.12,358,0
CUST003037,651,9,12,0,20.8,280,0
CUST003857,592,7,10,1,46.22,234,1
CUST003803,585,17,9,0,27.45,110,0
CUST004277,666,13,10,0,15.96,311,1
CUST000715,667,14,3,0,19.72,62,3
CUST004962,511,13,10,0,65.18,21,0
CUST004818,850,22,14,1,40.69,101,0
CUST000798,0,6,10,0,24.28,199,0
CUST003276,773,20,8,0,36.42,19,5
CUST000748,641,13,3,1,29.69,249,0
CUST004224,720,22,12,0,40.66,43,4
CUST004984,657,13,4,0,19.02,73,5
CUST002623,644,2,9,1,47.64,129,0
CUST003623,688,12,10,0,58.95,245,1
CUST000757,639,20,13,0,25.99,103,2
CUST004471,769,11,4,0,13.18,195,0
CUST004748,564,20,14,1,49.6,199,1
CUST003354,664,16,6,0,22.84,328,1
CUST002282,618,18,14,0,28.72,294,1
CUST002643,730,23,7,0,25.97,62,1
CUST004410,503,24,13,1,28.89,85,2
CUST000253,771,13,10,0,43.61,14,0
CUST001408,593,10,2,2,64.8,237,6
CUST003808,724,7,7,1,34.47,15,0
CUST002962,503,6,4,0,22.29,285,5
CUST004414,630,4,7,0,60.12,316,2
CUST004891,639,12,3,0,18.05,327,2
CUST004846,683,22,11,0,19.81,220,4
CUST000552,716,16,12,0,58.3,355,3
CUST003445,850,9,1,2,8.79,206,0
CUST004381,632,12,11,1,31.16,154,2
CUST004827,729,23,9,2,12.16,348,1
CUST003698,637,16,7,1,14.15,28,1
CUST001454,701,24,14,0,54.42,7,0
CUST004882,550,3,2,2,27.93,309,1
CUST001478,696,4,5,0,64.95,345,0
CUST002728,597,11,4,2,33.54,146,0
CUST004018,535,3,13,0,22.67,34,0
CUST002200,668,23,10,0,4.33,36,1
CUST000750,686,5,7,0,29.74,75,4
CUST003988,651,15,2,0,12.47,14,3
CUST000922,710,12,8,0,38.11,138,0
CUST003408,820,2,7,2,22.77,82,2
CUST001032,602,20,11,2,20.3,250,2
CUST004011,743,21,3,1,34.31,214,2
CUST002078,620,17,6,0,20.68,157,2
CUST004599,706,24,9,0,13.96,62,0
CUST001169,671,22,1,0,27.74,85,2
CUST001746,801,19,1,0,8.39,128,0
CUST004892,673,10,9,0,23.6,310,1
CUST002276,678,2,11,2,18.07,254,2
CUST004821,762,3,1,0,37.9,320,0
CUST000450,718,18,1,1,8.74,241,1
CUST003885,729,19,12,0,26.65,19,0
CUST001175,780,15,2,0,36.2,354,3
CUST004560,696,12,3,2,19.93,67,4
CUST001098,800,18,11,2,24.03,48,1
CUST000915,560,17,4,0,45.14,147,1
CUST004387,663,9,12,1,25.13,312,0
CUST002948,675,11,4,0,61.13,257,0
CUST004602,614,24,10,0,57.5,198,0
CUST002321,735,2,3,2,26.73,32,2
CUST003232,698,12,8,2,10.43,139,5
CUST001364,507,17,4,0,43.98,222,3
CUST000393,776,16,9,0,56.59,137,0
CUST002155,761,16,9,1,29.63,25,2
CUST003833,695,17,4,1,42.47,104,6
CUST002667,708,6,4,0,24.7,335,0
CUST001864,582,20,11,3,37.86,204,0
CUST000041,604,13,3,1,16.96,336,0
CUST001774,457,5,14,0,10.3,294,1
CUST000972,622,5,4,0,70.66,118,3
CUST003341,670,2,5,0,61.78,67,0
CUST003609,999,4,10,1,28.22,335,0
CUST000771,579,21,2,0,29.89,100,0
CUST001078,756,5,6,1,17.0,216,1
CUST003110,687,14,7,0,33.37,69,0
CUST004542,762,20,10,0,2.3,118,0
CUST003941,747,7,2,1,43.12,269,0
CUST004468,690,17,10,0,14.28,57,0
CUST000580,709,12,8,1,22.44,182,3
CUST001737,628,21,4,0,13.35,244,0
CUST002950,674,3,4,0,16.47,328,1
CUST004211,694,15,13,0,15.37,119,2
CUST002453,746,9,7,0,31.93,230,0
CUST004751,684,16,9,0,27.9,218,1
CUST003608,840,11,10,0,41.8,102,0
CUST002612,687,15,7,0,51.15,200,4
CUST003536,481,13,5,0,37.15,289,0
CUST002532,643,20,2,3,12.61,90,1
CUST002275,604,15,12,0,11.34,45,3
CUST000751,651,3,12,0,12.13,116,2
CUST003006,587,2,14,1,36.18,293,0
CUST000088,541,24,10,0,61.89,306,1
CUST003959,616,2,2,1,34.93,198,0
CUST001926,710,13,6,0,25.59,163,0
CUST000668,720,14,14,0,31.86,213,0
CUST000231,613,16,5,0,15.76,210,0
CUST003634,738,3,12,1,22.84,325,0
CUST004443,632,24,10,0,38.33,318,3
CUST000521,621,4,13,0,27.52,132,1
CUST004455,644,6,9,0,16.88,42,4
CUST004678,489,17,5,1,20.78,135,0
CUST002984,658,16,13,0,49.99,37,2
CUST003907,549,21,2,3,11.62,303,2
CUST000361,633,21,1,0,33.48,245,2
CUST004087,616,17,6,0,12.98,114,2
CUST000865,751,21,3,0,13.51,344,0
CUST000818,605,18,6,0,16.58,150,1
CUST000078,850,6,9,0,25.64,216,3
CUST003872,615,21,6,3,11.78,46,1
CUST002461,639,6,7,0,18.13,312,0
CUST001591,696,4,11,0,39.46,195,0
CUST002315,627,3,13,0,38.66,38,1
CUST001406,752,19,1,0,19.26,6,3
CUST003521,510,2,6,0,21.31,195,0
CUST000584,690,3,6,2,44.69,164,6
CUST002906,622,11,12,1,44.13,160,0
CUST001253,737,19,11,0,34.13,47,1
CUST004311,672,14,1,1,35.42,61,1
CUST003363,715,23,2,0,11.82,193,2
CUST004697,753,8,11,1,27.41,159,1
CUST004012,789,3,6,0,20.98,155,0
CUST001434,707,12,3,0,29.38,101,5
CUST001586,811,24,3,0,28.76,257,1
CUST004484,586,16,2,0,5.66,144,0
CUST002876,646,6,12,2,3.54,64,1
CUST001070,622,18,4,2,43.93,297,1
CUST000815,682,5,13,1,42.31,87,0
CUST004479,692,16,14,0,32.0,79,2
CUST003552,632,9,13,0,41.17,59,1
CUST000001,765,14,1,0,49.39,155,0
CUST000858,406,3,1,0,48.81,28,0
CUST000070,763,5,8,1,27.03,119,1
CUST002817,627,13,8,0,46.76,272,3
CUST001514,710,13,9,0,25.25,304,1
CUST002710,574,23,8,0,40.75,256,4
CUST002031,694,17,2,1,20.36,174,2
CUST004795,695,14,12,0,21.68,80,1
CUST000111,759,18,2,0,47.59,27,1
CUST001516,750,17,2,0,16.33,156,2
CUST000657,565,4,7,3,18.87,94,1
CUST003599,673,2,3,2,10.31,55,1
CUST004173,749,16,6,0,25.12,303,0
CUST004791,628,12,5,1,27.9,253,1
CUST002786,533,14,5,0,5.18,120,2
CUST004799,680,24,14,0,38.17,129,0
CUST002968,564,5,12,0,39.74,99,0
CUST001871,627,9,4,1,10.43,157,0
CUST000432,602,20,6,0,33.07,262,0
CUST000848,655,19,11,0,34.98,229,4
CUST003957,765,24,11,0,33.74,25,4
CUST002704,724,14,10,0,38.27,109,0
CUST000275,771,4,3,1,11.58,106,3
CUST001819,716,4,7,0,21.01,38,0
CUST001897,689,4,5,0,57.63,175,1
CUST004233,780,12,6,0,36.53,222,1
CUST000856,561,6,1,0,89.24,183,2
CUST004647,790,13,9,0,27.91,133,1
CUST000931,721,17,2,0,16.2,197,0
CUST003022,750,13,10,1,16.72,166,0
CUST003839,632,9,5,3,109.8,115,0
CUST001748,612,16,10,0,7.03,38,4
CUST001330,681,2,13,1,39.33,62,0
CUST002373,583,7,12,0,14.69,264,2
CUST004288,642,8,14,0,18.96,45,1
CUST003382,646,12,9,2,30.67,154,2
CUST002133,640,2,14,0,28.87,71,0
CUST002236,622,8,5,1,26.24,183,0
CUST001710,549,15,8,0,3.9,81,3
CUST003280,718,3,3,0,45.56,151,0
CUST003082,694,13,5,0,23.77,104,3
CUST003158,585,2,9,0,23.53,318,1
CUST003079,708,5,9,0,11.17,91,2
CUST002339,655,3,8,2,39.8,355,0
CUST002648,607,5,6,0,34.17,84,2
CUST001089,726,13,3,0,35.75,165,3
CUST002597,679,8,6,1,48.48,53,0
CUST002584,787,9,13,0,35.28,113,3
CUST002820,621,6,9,0,10.23,162,1
CUST001248,714,14,13,2,7.15,294,0
CUST001896,802,21,2,0,36.97,161,3
CUST003236,687,4,5,1,46.27,199,0
CUST004133,594,14,9,0,13.25,46,3
CUST004868,637,3,8,1,31.91,114,0
CUST002305,789,20,3,0,43.45,129,2
CUST004722,786,7,2,0,15.04,19,2
CUST002227,638,4,11,1,36.98,120,1
CUST002943,618,14,11,2,26.91,61,3
CUST004815,740,19,12,0,9.72,16,0
CUST002413,611,9,3,2,41.61,331,3
CUST001523,684,12,7,0,7.84,127,1
CUST002605,467,14,8,0,13.91,319,0
CUST003576,802,11,7,0,40.12,253,1
CUST004025,696,22,7,0,13.34,132,3
CUST003454,643,14,8,0,40.18,210,0
CUST002180,708,13,8,0,32.5,44,2
CUST002898,731,5,5,0,48.03,320,1
CUST004549,540,23,7,0,43.65,237,0
CUST000873,613,23,9,0,38.25,23,3
CUST000455,649,18,8,0,30.88,185,1
CUST000636,569,6,9,0,11.33,219,2
CUST001660,644,19,5,0,3.4,9,1
CUST002070,645,3,11,0,21.18,295,0
CUST002670,616,19,4,0,48.35,82,4
CUST001013,633,2,6,3,8.54,7,0
CUST002959,656,12,6,0,29.5,263,1
CUST004986,541,6,4,0,13.19,245,0
CUST000280,742,13,5,0,24.2,23,0
CUST001003,713,17,14,3,14.32,350,0
CUST001851,0,19,5,1,23.12,131,2
CUST002985,679,16,6,1,39.65,30,0
CUST000343,675,12,1,1,18.29,239,1
CUST004981,829,14,14,0,35.66,200,1
CUST003484,623,3,13,0,27.36,192,3
CUST004750,702,2,2,0,48.68,33,2
CUST002062,485,4,11,0,32.73,80,2
CUST002563,702,14,6,0,37.48,129,4
CUST002059,643,2,10,0,155.7,270,1
CUST001136,704,20,5,0,27.24,211,3
CUST004411,694,19,11,0,41.34,258,3
CUST001540,677,22,13,1,21.12,38,3
CUST001071,692,14,12,0,24.3,26,0
CUST002523,742,3,6,0,14.89,124,3
CUST004680,661,16,8,0,31.31,48,1
CUST004275,652,7,7,0,7.37,151,0
CUST001144,758,19,1,1,61.94,128,0
CUST002572,691,11,7,1,42.97,74,2
CUST003045,619,22,13,0,17.77,46,0
CUST001824,714,23,2,3,7.38,305,0
CUST002314,660,12,8,0,57.64,359,1
CUST001459,571,9,9,0,9.63,42,0
CUST004350,715,13,12,0,51.35,64,0
CUST003936,647,2,12,0,19.75,302,2
CUST002645,531,9,6,0,9.71,159,2
CUST002325,575,18,7,0,161.46,294,4
CUST001904,729,9,6,0,15.94,107,2
CUST001150,698,4,4,0,22.55,190,0
CUST002927,666,18,13,1,48.43,274,1
CUST002220,716,10,12,0,11.06,46,1
CUST004637,726,21,1,0,18.94,112,0
CUST003377,741,20,5,1,52.63,28,6
CUST000586,740,15,13,1,55.41,134,0
CUST003150,631,12,11,1,25.42,59,1
CUST000526,492,10,1,0,21.3,231,1
CUST004661,634,3,8,0,7.79,109,4
CUST003829,850,21,13,0,42.11,252,4
CUST003055,740,20,8,2,39.94,226,4
CUST003783,646,17,1,0,40.44,89,6
CUST004371,643,23,5,2,19.71,278,0
CUST000016,779,3,14,1,20.26,302,1
CUST004685,587,10,4,1,25.53,330,0
CUST002215,732,20,6,0,13.21,303,3
CUST000283,565,7,11,0,20.77,279,1
CUST000133,769,2,10,0,49.67,256,2
CUST004877,673,12,3,0,4.54,26,0
CUST003912,756,7,6,0,26.66,231,0
CUST003600,644,14,7,0,7.16,62,0
CUST004246,838,15,8,0,48.95,296,2
CUST004172,700,15,11,0,33.56,81,0
CUST000690,725,3,9,0,35.57,322,2
CUST002838,770,7,1,0,18.11,358,1
CUST003742,819,3,2,1,36.97,105,0
CUST002122,660,24,9,0,14.7,136,0
CUST004104,692,21,4,0,13.58,124,4
CUST000859,710,10,7,0,31.37,262,2
CUST001147,779,9,6,0,16.2,189,1
CUST003790,751,23,9,0,22.49,170,1
CUST001948,999,5,8,0,10.21,241,0
CUST004026,568,4,10,0,57.18,269,0
CUST003703,738,23,5,0,5.0,172,3
CUST001065,815,4,1,0,35.21,15,4
CUST004022,641,5,6,0,48.97,159,1
CUST002313,726,9,3,0,31.66,249,1
CUST000500,641,21,11,1,22.3,302,0
CUST002191,691,21,8,0,20.64,80,0
CUST000549,619,20,1,0,27.93,110,2
CUST003468,636,11,12,1,36.22,167,1
