transaction_id,loan_id,payment_date,payment_amount_due,payment_amount_received,payment_method,payment_status
TXN00037776,LOAN0004276,2023-02-07,1757.19,1724.74,Auto-Pay,Success
TXN00037777,LOAN0003334,2023-05-10,1786.2,1862.41,ACH,Success
TXN00037778,LOAN0001038,2024-07-30,1150.66,1194.86,Auto-Pay,Success
TXN00037779,LOAN0004828,2025-12-19,1471.99,0.0,ACH,Bounced/NSF
TXN00037780,LOAN0004740,2025-12-18,833.42,0.0,ACH,Failed
TXN00037781,LOAN0006031,2023-07-14,1735.61,0.0,ACH,Bounced/NSF
TXN00037782,LOAN0002489,2022-06-09,649.16,641.33,Auto-Pay,Success
TXN00037783,LOAN0003741,2024-09-22,971.0,1017.38,Credit Card,Success
TXN00037784,LOAN0005530,2022-09-15,328.55,0.0,Auto-Pay,Bounced/NSF
TXN00037785,LOAN0007042,2024-11-02,1359.83,1298.78,ACH,Success
TXN00037786,LOAN0001509,26/03/2025,1165.44,1121.07,Auto-Pay,Success
TXN00037787,LOAN0006653,2025-11-21,214.1,209.57,Manual Check,Success
TXN00037788,LOAN0005907,2025-01-18,799.33,782.13,ACH,Success
TXN00037789,LOAN0003317,2024-05-14,818.54,793.88,Auto-Pay,Success
TXN00037790,LOAN0000802,2024-11-20,1768.03,1692.2,Manual Check,Success
TXN00037791,LOAN0007116,2023-12-06,1040.27,1065.87,Auto-Pay,Success
TXN00037792,LOAN0000759,2024-09-22,277.14,276.95,Auto-Pay,Success
TXN00037793,LOAN0001888,2024-11-12,470.34,0.0,Auto-Pay,Failed
TXN00037794,LOAN0004163,2025-07-27,1828.88,1850.55,Auto-Pay,Success
TXN00037795,LOAN0004898,2025-05-24,202.17,210.5,ACH,Success
TXN00037796,LOAN0002976,2024-08-25,449.45,0.0,ACH,Failed
TXN00037797,LOAN0001599,2025-03-23,1986.52,2031.1,Auto-Pay,Success
TXN00037798,LOAN0007289,2023-08-21,1820.88,1770.97,ACH,Success
TXN00037799,LOAN0004647,2025-09-22,1192.74,0.0,Auto-Pay,Failed
TXN00037800,LOAN0005952,2023-06-03,834.05,814.57,Auto-Pay,Success
TXN00037801,LOAN0007699,27/08/2024,891.67,0.0,ACH,Bounced/NSF
TXN00037802,LOAN0003747,2024-06-11,1148.76,1166.39,ACH,Success
TXN00037803,LOAN0003847,2025-12-13,1685.51,1628.67,Auto-Pay,Success
TXN00037804,LOAN0005905,2025-10-30,564.81,580.64,Auto-Pay,Success
TXN00037805,LOAN0004255,2025-02-19,1229.56,0.0,Manual Check,Failed
TXN00037806,LOAN0002539,2023-07-26,1897.77,1833.08,Manual Check,Success
TXN00037807,LOAN0003687,2023-08-03,883.84,859.66,Auto-Pay,Success
TXN00037808,LOAN0004493,2022-04-07,1124.79,1093.01,ACH,Success
TXN00037809,LOAN0002153,2024-02-09,1567.51,1559.31,ACH,Success
TXN00037810,LOAN0007453,2022-06-27,997.92,1014.32,ACH,Success
TXN00037811,LOAN0003443,2023-11-09,780.75,790.38,Manual Check,Success
TXN00037812,LOAN0001981,2022-03-07,1486.79,0.0,Auto-Pay,Bounced/NSF
TXN00037813,LOAN0005177,2023-03-30,860.89,829.79,ACH,Success
TXN00037814,LOAN0006796,01/12/2024,1895.09,1893.52,Auto-Pay,Success
TXN00037815,LOAN0003836,21/02/2024,1960.81,1951.08,Auto-Pay,Success
TXN00037816,LOAN0001296,2023-03-18,1556.8,1530.73,ACH,Success
TXN00037817,LOAN0007908,02/08/2023,518.62,511.53,Auto-Pay,Success
TXN00037818,LOAN0008037,2024-03-25,583.64,559.95,Auto-Pay,Success
TXN00037819,LOAN0004999,20/03/2023,1078.43,1093.67,ACH,Success
TXN00037820,LOAN0000413,2025-11-26,948.5,941.76,Auto-Pay,Success
TXN00037821,LOAN0004423,2024-06-10,732.84,700.72,Manual Check,Success
TXN00037822,LOAN0007656,2025-07-10,1673.38,0.0,Auto-Pay,Failed
TXN00037823,LOAN0006995,2022-08-03,544.54,564.77,Credit Card,Success
TXN00037824,LOAN0001978,21/05/2024,1048.04,1043.83,Credit Card,Success
TXN00037825,LOAN0007477,2022-04-25,1358.99,1370.88,Credit Card,Success
TXN00037826,LOAN0003920,2025-11-25,1520.78,1487.73,ACH,Success
TXN00037827,LOAN0007008,2022-10-08,1332.85,1328.44,Credit Card,Success
TXN00037828,LOAN0005852,2022-09-30,200.88,208.43,ACH,Success
TXN00037829,LOAN0007847,2024-03-28,1537.16,0.0,ACH,Failed
TXN00037830,LOAN0004716,2024-09-25,1616.4,1582.74,Auto-Pay,Success
TXN00037831,LOAN0007274,2024-08-23,1265.9,1268.96,Credit Card,Success
TXN00037832,LOAN0007505,2025-09-14,320.23,327.99,Auto-Pay,Success
TXN00037833,LOAN0000352,2025-10-02,1493.74,0.0,ACH,Failed
TXN00037834,LOAN0005727,2023-05-29,1081.52,1029.03,Auto-Pay,Success
TXN00037835,LOAN0006512,2025-01-13,515.01,535.36,Manual Check,Success
TXN00037836,LOAN0007377,2022-08-08,1401.66,1433.9,Auto-Pay,Success
TXN00037837,LOAN0007030,2025-07-12,773.0,803.41,Auto-Pay,Success
TXN00037838,LOAN0002744,2022-06-04,460.51,448.63,Auto-Pay,Success
TXN00037839,LOAN0006547,2024-04-26,1674.36,1741.57,Credit Card,Success
TXN00037840,LOAN0003922,2022-09-18,1990.71,0.0,Auto-Pay,Failed
TXN00037841,LOAN0003803,2024-03-26,1506.03,1561.0,Credit Card,Success
TXN00037842,LOAN0003813,2025-07-09,1921.4,1861.16,ACH,Success
TXN00037843,LOAN0004616,2023-10-07,503.95,0.0,Auto-Pay,Failed
TXN00037844,LOAN0002916,02/04/2025,1889.75,1874.29,Auto-Pay,Success
TXN00037845,LOAN0000126,2023-08-07,819.05,0.0,ACH,Failed
TXN00037846,LOAN0004902,2025-05-05,1092.54,0.0,ACH,Bounced/NSF
TXN00037847,LOAN0000180,2024-03-14,1478.26,1475.33,Manual Check,Success
TXN00037848,LOAN0006844,2024-11-20,1966.31,1919.44,Auto-Pay,Success
TXN00037849,LOAN0005663,2023-04-21,489.51,488.64,ACH,Success
TXN00037850,LOAN0002686,2024-11-08,731.31,751.26,ACH,Success
TXN00037851,LOAN0002889,2023-01-21,1352.97,1354.03,ACH,Success
TXN00037852,LOAN0005170,2022-09-28,1870.91,0.0,ACH,Failed
TXN00037853,LOAN0001623,2025-04-15,1597.73,0.0,ACH,Bounced/NSF
TXN00037854,LOAN0005847,2022-09-04,912.7,925.6,Auto-Pay,Success
TXN00037855,LOAN0003635,2023-12-23,1593.31,1536.66,Auto-Pay,Success
TXN00037856,LOAN0005769,2023-07-05,308.53,0.0,Auto-Pay,Bounced/NSF
TXN00037857,LOAN0005737,2022-02-27,1030.24,1049.24,Auto-Pay,Success
TXN00037858,LOAN0006916,2025-03-03,836.84,0.0,Auto-Pay,Bounced/NSF
TXN00037859,LOAN0006178,2025-02-22,1144.72,1189.05,Credit Card,Success
TXN00037860,LOAN0001235,18/08/2024,1771.5,0.0,Auto-Pay,Bounced/NSF
TXN00037861,LOAN0007685,2023-07-21,1609.91,0.0,Auto-Pay,Failed
TXN00037862,LOAN0006242,2024-09-05,1065.23,1020.82,ACH,Success
TXN00037863,LOAN0003099,2025-04-27,877.22,850.81,ACH,Success
TXN00037864,LOAN0007156,2024-07-25,486.55,502.68,Auto-Pay,Success
TXN00037865,LOAN0007244,2024-12-12,1695.97,1673.13,ACH,Success
TXN00037866,LOAN0006742,2024-03-26,1861.92,1789.61,Auto-Pay,Success
TXN00037867,LOAN0003428,2024-01-02,1894.08,1904.02,ACH,Success
TXN00037868,LOAN0003778,2022-07-01,1185.44,1212.03,Manual Check,Success
TXN00037869,LOAN0002916,2022-05-22,1032.7,1036.13,Credit Card,Success
TXN00037870,LOAN0000126,10/01/2024,643.91,0.0,Auto-Pay,Failed
TXN00037871,LOAN0007529,25/02/2023,1580.32,1580.08,Auto-Pay,Success
TXN00037872,LOAN0000074,2024-05-05,785.38,0.0,ACH,Failed
TXN00037873,LOAN0001815,2023-05-21,346.71,352.26,Auto-Pay,Success
TXN00037874,LOAN0001795,2024-03-05,1719.58,1744.15,Auto-Pay,Success
TXN00037875,LOAN0005551,2025-09-21,1970.78,0.0,ACH,Bounced/NSF
TXN00037876,LOAN0000925,22/01/2022,1466.46,1426.57,ACH,Success
TXN00037877,LOAN0001046,26/12/2024,1650.21,1576.85,Auto-Pay,Success
TXN00037878,LOAN0005073,04/10/2023,476.85,453.66,Auto-Pay,Success
TXN00037879,LOAN0006041,2024-09-08,1930.47,0.0,ACH,Failed
TXN00037880,LOAN0000309,2024-07-18,1848.4,1766.54,Auto-Pay,Success
TXN00037881,LOAN0002901,2024-08-11,589.77,0.0,ACH,Bounced/NSF
TXN00037882,LOAN0004043,2022-08-08,1837.95,1779.36,Auto-Pay,Success
TXN00037883,LOAN0007050,2023-04-05,227.84,238.84,Auto-Pay,Success
TXN00037884,LOAN0002211,2023-07-08,854.3,0.0,Auto-Pay,Failed
TXN00037885,LOAN0002616,2024-11-03,616.85,630.83,Auto-Pay,Success
TXN00037886,LOAN0001042,19/05/2023,203.76,0.0,ACH,Bounced/NSF
TXN00037887,LOAN0007997,2024-05-13,834.33,0.0,ACH,Failed
TXN00037888,LOAN0004493,2024-11-12,290.68,285.02,Auto-Pay,Success
TXN00037889,LOAN0005585,2023-04-30,376.02,372.32,ACH,Success
TXN00037890,LOAN0002444,2022-09-12,669.36,651.04,Credit Card,Success
TXN00037891,LOAN0000201,16/09/2025,1634.46,1675.9,ACH,Success
TXN00037892,LOAN0001912,2023-03-03,1869.15,1849.15,Credit Card,Success
TXN00037893,LOAN0004430,2022-12-07,765.83,739.12,ACH,Success
TXN00037894,LOAN0004012,2022-08-07,567.42,583.75,ACH,Success
TXN00037895,LOAN0004089,2022-01-17,1981.51,0.0,Auto-Pay,Bounced/NSF
TXN00037896,LOAN0003632,2024-07-22,432.48,428.25,Auto-Pay,Success
TXN00037897,LOAN0006030,2023-05-14,856.82,0.0,Auto-Pay,Bounced/NSF
TXN00037898,LOAN0000698,2022-01-29,1352.68,0.0,Credit Card,Bounced/NSF
TXN00037899,LOAN0006306,2022-08-06,1953.74,1891.85,Auto-Pay,Success
TXN00037900,LOAN0000448,2024-06-17,866.51,0.0,Auto-Pay,Bounced/NSF
TXN00037901,LOAN0002940,2025-01-06,981.67,958.17,ACH,Success
TXN00037902,LOAN0002294,2024-03-07,1399.18,0.0,Auto-Pay,Bounced/NSF
TXN00037903,LOAN0004464,2024-03-13,1780.04,1730.48,Credit Card,Success
TXN00037904,LOAN0005756,21/05/2022,1782.96,1715.56,Manual Check,Success
TXN00037905,LOAN0007017,2022-11-18,1361.81,1346.72,ACH,Success
TXN00037906,LOAN0004263,2022-11-20,1935.73,0.0,Auto-Pay,Failed
TXN00037907,LOAN0001063,17/05/2024,250.59,262.81,Credit Card,Success
TXN00037908,LOAN0007615,2022-01-21,1271.18,1260.26,Credit Card,Success
TXN00037909,LOAN0007947,2023-04-01,315.75,314.1,Auto-Pay,Success
TXN00037910,LOAN0007409,11/03/2023,430.05,427.68,Manual Check,Success
TXN00037911,LOAN0001710,2025-11-14,1945.09,1901.22,ACH,Success
TXN00037912,LOAN0008023,22/05/2023,986.36,961.48,Auto-Pay,Success
TXN00037913,LOAN0005072,03/11/2024,523.87,528.68,ACH,Success
TXN00037914,LOAN0005130,30/01/2025,315.02,314.49,ACH,Success
TXN00037915,LOAN0007952,2023-11-29,312.04,0.0,Manual Check,Bounced/NSF
TXN00037916,LOAN0006776,2025-07-12,1751.17,1802.84,Credit Card,Success
TXN00037917,LOAN0001583,22/12/2022,1558.9,0.0,ACH,Failed
TXN00037918,LOAN0004836,02/04/2024,748.9,750.35,Manual Check,Success
TXN00037919,LOAN0004373,2023-01-05,254.57,245.83,ACH,Success
TXN00037920,LOAN0005590,2024-11-29,425.07,441.36,Auto-Pay,Success
TXN00037921,LOAN0007366,2023-03-25,1751.39,1682.82,Auto-Pay,Success
TXN00037922,LOAN0006464,2025-01-05,883.2,0.0,Auto-Pay,Failed
TXN00037923,LOAN0005175,2025-10-10,712.05,741.04,ACH,Success
TXN00037924,LOAN0007326,23/03/2023,1669.34,0.0,Credit Card,Bounced/NSF
TXN00037925,LOAN0008144,2023-07-06,1788.28,1835.4,ACH,Success
TXN00037926,LOAN0007401,2022-04-16,1563.2,1509.64,Auto-Pay,Success
TXN00037927,LOAN0002750,07/05/2022,1880.37,0.0,ACH,Bounced/NSF
TXN00037928,LOAN0005354,2022-10-03,965.11,933.63,ACH,Success
TXN00037929,LOAN0007565,2024-10-13,1116.4,1120.92,Credit Card,Success
TXN00037930,LOAN0002111,29/09/2023,416.82,0.0,ACH,Bounced/NSF
TXN00037931,LOAN0005716,07/02/2024,421.39,431.56,Manual Check,Success
TXN00037932,LOAN0004428,2024-08-08,643.23,647.92,ACH,Success
TXN00037933,LOAN0004794,2024-02-01,1035.26,1038.55,Auto-Pay,Success
TXN00037934,LOAN0004683,2025-08-27,729.07,0.0,Auto-Pay,Failed
TXN00037935,LOAN0007663,2024-04-08,1076.36,1063.96,ACH,Success
TXN00037936,LOAN0002579,2022-08-27,1864.43,1953.09,Auto-Pay,Success
TXN00037937,LOAN0000928,16/09/2022,1223.52,1246.0,Auto-Pay,Success
TXN00037938,LOAN0006624,2022-11-20,1571.63,1540.11,ACH,Success
TXN00037939,LOAN0003658,2025-01-22,1527.7,1515.01,ACH,Success
TXN00037940,LOAN0004908,2024-07-13,1792.89,1794.58,Auto-Pay,Success
TXN00037941,LOAN0006569,2024-08-06,1228.53,1193.75,Credit Card,Success
TXN00037942,LOAN0001272,2022-03-22,406.67,0.0,Auto-Pay,Failed
TXN00037943,LOAN0006020,2024-10-14,864.79,846.44,Credit Card,Success
TXN00037944,LOAN0002722,14/09/2025,602.29,0.0,Auto-Pay,Bounced/NSF
TXN00037945,LOAN0006430,2024-03-01,1169.05,1166.66,Auto-Pay,Success
TXN00037946,LOAN0000479,2025-10-11,593.24,600.69,Credit Card,Success
TXN00037947,LOAN0000064,2023-10-19,1097.21,1142.73,ACH,Success
TXN00037948,LOAN0006488,27/04/2025,790.31,789.34,Auto-Pay,Success
TXN00037949,LOAN0004471,2022-08-27,803.5,803.97,Auto-Pay,Success
TXN00037950,LOAN0006380,31/07/2023,1844.66,1774.52,ACH,Success
TXN00037951,LOAN0008026,2024-08-22,437.86,0.0,Auto-Pay,Failed
TXN00037952,LOAN0007626,14/02/2022,1461.33,1429.73,ACH,Success
TXN00037953,LOAN0008006,2023-04-07,953.97,912.13,ACH,Success
TXN00037954,LOAN0002728,2023-10-01,762.06,0.0,Auto-Pay,Bounced/NSF
TXN00037955,LOAN0004709,2025-04-23,238.93,228.57,Credit Card,Success
TXN00037956,LOAN0003762,2023-03-26,1089.33,1045.54,Auto-Pay,Success
TXN00037957,LOAN0003545,2025-10-01,1115.03,0.0,Credit Card,Bounced/NSF
TXN00037958,LOAN0006597,2024-10-21,1706.19,0.0,ACH,Bounced/NSF
TXN00037959,LOAN0001788,2025-09-19,1099.96,0.0,ACH,Failed
TXN00037960,LOAN0000856,2024-12-17,1878.11,0.0,Auto-Pay,Failed
TXN00037961,LOAN0003871,2023-04-23,964.44,974.45,Credit Card,Success
TXN00037962,LOAN0001189,2025-01-13,1084.46,0.0,ACH,Bounced/NSF
TXN00037963,LOAN0004294,2023-03-31,1496.19,1464.98,ACH,Success
TXN00037964,LOAN0004704,22/08/2024,305.1,294.5,Auto-Pay,Success
TXN00037965,LOAN0005997,2024-11-30,927.73,906.09,ACH,Success
TXN00037966,LOAN0001861,2023-12-07,1458.21,1522.69,Auto-Pay,Success
TXN00037967,LOAN0002682,2024-07-16,872.12,870.38,Auto-Pay,Success
TXN00037968,LOAN0001973,2025-02-24,1461.68,0.0,ACH,Failed
TXN00037969,LOAN0004647,2022-06-27,1483.27,0.0,Auto-Pay,Bounced/NSF
TXN00037970,LOAN0003951,2025-02-20,1187.9,1230.77,Auto-Pay,Success
TXN00037971,LOAN0006873,31/10/2025,1884.87,0.0,ACH,Failed
TXN00037972,LOAN0007594,2023-04-25,1770.26,1729.05,Auto-Pay,Success
TXN00037973,LOAN0006362,2022-12-13,349.5,347.54,ACH,Success
TXN00037974,LOAN0001569,2024-02-15,1145.89,0.0,Manual Check,Bounced/NSF
TXN00037975,LOAN0006289,2025-07-24,1554.38,1595.13,ACH,Success
TXN00037976,LOAN0006892,2024-08-29,755.29,746.11,Manual Check,Success
TXN00037977,LOAN0000091,2023-02-23,654.28,631.21,Manual Check,Success
TXN00037978,LOAN0007909,2025-03-08,1950.74,2036.67,ACH,Success
TXN00037979,LOAN0000524,2024-08-10,844.65,808.54,ACH,Success
TXN00037980,LOAN0001525,2022-04-22,229.71,0.0,Auto-Pay,Bounced/NSF
TXN00037981,LOAN0006524,2023-10-25,947.38,0.0,Auto-Pay,Failed
TXN00037982,LOAN0007524,2023-11-19,763.36,782.79,Credit Card,Success
TXN00037983,LOAN0004511,2024-10-14,1568.84,1634.12,ACH,Success
TXN00037984,LOAN0002971,2024-04-04,1148.61,0.0,ACH,Failed
TXN00037985,LOAN0006260,2025-01-04,1724.68,1789.29,ACH,Success
TXN00037986,LOAN0000017,13/02/2025,471.54,472.59,Credit Card,Success
TXN00037987,LOAN0007896,2024-12-03,1205.97,1165.13,Credit Card,Success
TXN00037988,LOAN0008167,2024-07-01,1217.78,1242.93,Auto-Pay,Success
TXN00037989,LOAN0001623,2025-01-21,1066.8,0.0,Auto-Pay,Failed
TXN00037990,LOAN0008081,2022-06-06,1103.27,1058.0,ACH,Success
TXN00037991,LOAN0008124,2023-12-06,1509.87,0.0,Auto-Pay,Bounced/NSF
TXN00037992,LOAN0002260,24/05/2023,1194.25,1196.41,Auto-Pay,Success
TXN00037993,LOAN0004616,06/08/2022,848.77,0.0,ACH,Bounced/NSF
TXN00037994,LOAN0003496,2025-11-02,1732.28,1800.33,Auto-Pay,Success
TXN00037995,LOAN0005717,10/09/2024,442.58,446.54,Credit Card,Success
TXN00037996,LOAN0004299,2024-11-17,775.42,769.25,Auto-Pay,Success
TXN00037997,LOAN0000503,2023-11-30,831.13,0.0,Auto-Pay,Bounced/NSF
TXN00037998,LOAN0006611,2024-10-26,574.48,599.9,ACH,Success
TXN00037999,LOAN0003918,17/05/2024,780.24,0.0,Auto-Pay,Failed
TXN00038000,LOAN0002680,2024-11-02,700.37,675.43,ACH,Success
TXN00038001,LOAN0007858,2024-05-27,404.27,423.07,Auto-Pay,Success
TXN00038002,LOAN0001574,2025-05-02,1830.54,1787.61,ACH,Success
TXN00038003,LOAN0006177,2024-06-15,1228.62,0.0,Credit Card,Bounced/NSF
TXN00038004,LOAN0002182,2024-09-22,1381.15,1324.16,Auto-Pay,Success
TXN00038005,LOAN0004583,2024-05-13,1047.71,1058.25,ACH,Success
TXN00038006,LOAN0001620,2022-11-07,1702.0,1728.85,Auto-Pay,Success
TXN00038007,LOAN0007496,28/01/2022,1533.84,1469.87,ACH,Success
TXN00038008,LOAN0006853,2025-08-19,1940.35,1948.89,ACH,Success
TXN00038009,LOAN0005753,2022-07-21,1005.78,1048.32,Credit Card,Success
TXN00038010,LOAN0007454,2023-05-30,436.01,455.09,Manual Check,Success
TXN00038011,LOAN0001217,2022-03-14,1806.88,1717.92,Auto-Pay,Success
TXN00038012,LOAN0002652,2023-10-13,254.3,266.53,Credit Card,Success
TXN00038013,LOAN0007346,2025-05-15,931.85,0.0,Auto-Pay,Bounced/NSF
TXN00038014,LOAN0004354,28/08/2024,1688.32,0.0,Credit Card,Bounced/NSF
TXN00038015,LOAN0004826,2025-05-07,965.49,986.91,Auto-Pay,Success
TXN00038016,LOAN0001801,2025-09-14,470.24,469.37,ACH,Success
TXN00038017,LOAN0007841,2023-02-08,1046.89,1041.9,ACH,Success
TXN00038018,LOAN0001733,2023-05-02,1998.8,1980.83,ACH,Success
TXN00038019,LOAN0002716,2022-08-17,211.44,0.0,ACH,Bounced/NSF
TXN00038020,LOAN0004255,12/09/2024,816.95,829.04,Credit Card,Success
TXN00038021,LOAN0007014,2024-07-26,1573.55,1544.89,Auto-Pay,Success
TXN00038022,LOAN0005376,2024-06-05,1438.56,1407.87,Manual Check,Success
TXN00038023,LOAN0003498,19/03/2025,1289.03,1281.01,Manual Check,Success
TXN00038024,LOAN0008137,2025-01-08,970.54,984.82,Credit Card,Success
TXN00038025,LOAN0004479,2022-12-22,1992.32,1914.42,Auto-Pay,Success
TXN00038026,LOAN0006980,2022-03-30,370.03,363.33,ACH,Success
TXN00038027,LOAN0002948,2024-12-20,1880.45,1934.97,Auto-Pay,Success
TXN00038028,LOAN0005646,2023-04-28,1263.98,1275.23,ACH,Success
TXN00038029,LOAN0005391,2022-07-06,381.13,0.0,ACH,Failed
TXN00038030,LOAN0005659,2022-12-27,383.9,0.0,Credit Card,Bounced/NSF
TXN00038031,LOAN0002182,2022-09-06,1760.51,0.0,Auto-Pay,Failed
TXN00038032,LOAN0000642,2025-10-25,1987.88,2072.92,Auto-Pay,Success
TXN00038033,LOAN0005992,2022-01-29,1940.89,2003.6,Auto-Pay,Success
TXN00038034,LOAN0006168,2025-11-21,1072.89,1120.37,ACH,Success
TXN00038035,LOAN0002166,2025-06-09,734.14,705.2,Auto-Pay,Success
TXN00038036,LOAN0004263,17/10/2022,1487.69,0.0,Manual Check,Bounced/NSF
TXN00038037,LOAN0002892,2025-04-16,1617.87,0.0,ACH,Bounced/NSF
TXN00038038,LOAN0002727,2025-06-16,275.0,0.0,Auto-Pay,Failed
TXN00038039,LOAN0000347,30/10/2023,1918.61,1966.29,ACH,Success
TXN00038040,LOAN0005158,2023-11-06,1828.8,1883.05,ACH,Success
TXN00038041,LOAN0001112,2025-06-18,285.12,0.0,Credit Card,Failed
TXN00038042,LOAN0000431,2024-05-19,478.19,480.98,Auto-Pay,Success
TXN00038043,LOAN0006667,17/12/2025,1760.57,1770.21,ACH,Success
TXN00038044,LOAN0007798,2024-09-05,368.4,0.0,ACH,Failed
TXN00038045,LOAN0002402,2022-09-13,1326.45,0.0,Auto-Pay,Failed
TXN00038046,LOAN0006201,2022-04-15,975.49,960.93,Auto-Pay,Success
TXN00038047,LOAN0002441,2023-05-03,1796.46,0.0,ACH,Bounced/NSF
TXN00038048,LOAN0004147,2023-05-15,1087.59,1113.01,Auto-Pay,Success
TXN00038049,LOAN0008161,2024-01-20,1763.58,0.0,Credit Card,Bounced/NSF
TXN00038050,LOAN0007881,2024-08-20,1146.23,1109.8,Auto-Pay,Success
TXN00038051,LOAN0005965,2023-11-11,1794.41,0.0,ACH,Failed
TXN00038052,LOAN0007581,06/06/2025,1927.71,0.0,Auto-Pay,Failed
TXN00038053,LOAN0005732,06/05/2025,1242.86,1293.24,ACH,Success
TXN00038054,LOAN0007016,11/06/2022,1312.61,0.0,Manual Check,Bounced/NSF
TXN00038055,LOAN0007505,2023-04-11,1358.9,1297.14,ACH,Success
TXN00038056,LOAN0007934,01/12/2023,680.38,702.01,ACH,Success
TXN00038057,LOAN0003583,2023-05-05,293.09,296.1,Auto-Pay,Success
TXN00038058,LOAN0003191,2025-07-13,1868.89,1897.94,Auto-Pay,Success
TXN00038059,LOAN0000693,07/04/2022,1246.84,1246.27,ACH,Success
TXN00038060,LOAN0005496,2025-01-03,1752.32,1772.41,Credit Card,Success
TXN00038061,LOAN0008112,2024-07-22,285.06,291.23,Auto-Pay,Success
TXN00038062,LOAN0000544,2025-08-13,718.36,722.21,Auto-Pay,Success
TXN00038063,LOAN0007639,2024-02-26,1863.23,1775.34,Auto-Pay,Success
TXN00038064,LOAN0004789,2024-07-21,280.3,274.81,Credit Card,Success
TXN00038065,LOAN0000293,05/11/2024,1697.76,1697.69,ACH,Success
TXN00038066,LOAN0002112,2023-08-05,1573.47,1571.53,Manual Check,Success
TXN00038067,LOAN0004825,2025-02-02,756.81,747.21,Credit Card,Success
TXN00038068,LOAN0001937,2024-01-29,1669.66,1707.57,Manual Check,Success
TXN00038069,LOAN0004484,2023-11-05,1901.74,0.0,Auto-Pay,Failed
TXN00038070,LOAN0003346,2024-08-10,966.25,0.0,ACH,Bounced/NSF
TXN00038071,LOAN0003501,2025-09-15,466.46,0.0,ACH,Bounced/NSF
TXN00038072,LOAN0006325,2024-03-02,1344.57,1346.41,Auto-Pay,Success
TXN00038073,LOAN0007702,2022-04-20,1736.57,1700.95,Auto-Pay,Success
TXN00038074,LOAN0000195,25/11/2025,1646.06,1695.34,ACH,Success
TXN00038075,LOAN0006283,2022-10-27,1801.62,1772.56,ACH,Success
TXN00038076,LOAN0006634,2022-11-17,530.05,525.55,ACH,Success
TXN00038077,LOAN0006506,14/10/2022,1013.85,0.0,Auto-Pay,Bounced/NSF
TXN00038078,LOAN0007078,10/10/2024,1253.04,1235.83,Manual Check,Success
TXN00038079,LOAN0006870,2023-12-01,312.99,0.0,ACH,Failed
TXN00038080,LOAN0006645,2025-03-31,738.85,0.0,Credit Card,Bounced/NSF
TXN00038081,LOAN0006916,11/10/2023,1458.12,0.0,Auto-Pay,Bounced/NSF
TXN00038082,LOAN0004626,2023-01-04,1294.05,0.0,Credit Card,Failed
TXN00038083,LOAN0003476,2023-10-19,1452.75,1458.98,ACH,Success
TXN00038084,LOAN0004524,23/02/2023,387.63,389.68,Credit Card,Success
TXN00038085,LOAN0003183,2025-09-19,1720.77,1781.18,Credit Card,Success
TXN00038086,LOAN0008123,2023-11-14,1425.83,0.0,ACH,Failed
TXN00038087,LOAN0003006,08/03/2024,845.37,0.0,Credit Card,Failed
TXN00038088,LOAN0004777,2024-09-18,960.31,0.0,Manual Check,Failed
TXN00038089,LOAN0004570,2025-02-18,1455.22,0.0,ACH,Bounced/NSF
TXN00038090,LOAN0006266,2025-11-16,1551.29,1514.21,ACH,Success
TXN00038091,LOAN0001678,2023-12-08,300.79,295.4,Auto-Pay,Success
TXN00038092,LOAN0000519,22/11/2025,1791.91,1847.31,ACH,Success
TXN00038093,LOAN0001973,2022-03-29,379.51,361.89,Auto-Pay,Success
TXN00038094,LOAN0006587,2022-11-02,1400.43,1424.89,ACH,Success
TXN00038095,LOAN0004581,2023-02-21,1032.61,1076.98,Credit Card,Success
TXN00038096,LOAN0005966,2024-01-04,1523.45,1507.46,Auto-Pay,Success
TXN00038097,LOAN0006663,2025-02-24,1056.49,1024.16,ACH,Success
TXN00038098,LOAN0004195,2023-06-09,1409.01,1445.66,Manual Check,Success
TXN00038099,LOAN0004552,2024-03-11,590.73,581.98,Manual Check,Success
TXN00038100,LOAN0000375,2025-03-03,1560.26,1520.6,Credit Card,Success
TXN00038101,LOAN0002916,08/06/2023,1089.66,1048.22,Auto-Pay,Success
TXN00038102,LOAN0008058,2024-05-23,646.15,631.2,ACH,Success
TXN00038103,LOAN0006736,2023-07-20,1772.2,1695.2,ACH,Success
TXN00038104,LOAN0000968,2023-01-24,953.02,0.0,Auto-Pay,Bounced/NSF
TXN00038105,LOAN0003361,2025-06-08,1001.37,959.75,ACH,Success
TXN00038106,LOAN0004735,2023-05-12,1094.62,1126.59,Auto-Pay,Success
TXN00038107,LOAN0001803,2022-06-21,1383.25,0.0,Credit Card,Bounced/NSF
TXN00038108,LOAN0006052,06/09/2023,224.16,0.0,Manual Check,Failed
TXN00038109,LOAN0004647,2022-04-13,1762.05,1781.02,Manual Check,Success
TXN00038110,LOAN0004903,2023-02-21,1354.05,1305.55,Manual Check,Success
TXN00038111,LOAN0006552,2024-09-23,1854.86,1916.18,ACH,Success
TXN00038112,LOAN0004171,2022-08-03,1009.17,989.81,Credit Card,Success
TXN00038113,LOAN0003891,2022-10-18,1927.58,1985.79,ACH,Success
TXN00038114,LOAN0001189,2025-08-29,649.15,646.33,Manual Check,Success
